ps,cor.258176_at,cor.258177_at,cor.258084_at,cor.251865_at,cor.257958_at,cor.255731_at,cor.256187_at,cor.258060_at,cor.259359_at
264719_at,0.2200336316,0.5173011285,0.07867976336,0.1893761849,0.5748004689,0.304544248,0.3818884351,0.3415255884,0.01719720136
264829_at,0.1298326172,0.5023611874,0.1261268715,0.2527721525,0.3124170133,0.4385814104,0.5641411142,0.4037452868,0.07061975359
264849_at,0.01764924835,0.5307038748,0.01179966228,0.1695909319,0.3900920779,0.4780519026,0.5079447322,0.2672377814,0.1160908015
264875_at,0.1328239892,0.5457584433,0.04602509795,0.208140049,0.4234695265,0.4176376409,0.5562331377,0.350859758,0.0391138861
264914_at,0.04111700625,0.3946846238,0.2629104651,0.084584705,0.3259131905,0.5614018723,0.5732651087,0.3313603241,0.3040972257
264966_at,0.2474687652,0.5063255481,0.1733873649,0.2276663428,0.563620297,0.3889819039,0.3607985432,0.451267798,0.1488770313
264981_at,0.1326298235,0.5405674356,0.1904656304,0.1339133065,0.5592959533,0.4347758044,0.4443777648,0.3913472599,0.03648849962
264997_at,0.1297409306,0.6372030554,0.1391654888,0.2954068111,0.5189330074,0.3659290035,0.4523427896,0.4596633615,0.07401605103
265009_at,0.2354307134,0.5106448393,0.1687930196,0.2159900048,0.5270959134,0.3876702041,0.3626789032,0.4353303172,0.1620453333
265056_at,0.1956915125,0.4859675645,0.2607992459,0.1372230671,0.2070043912,0.5453522029,0.580252617,0.2684110516,0.09095049699
265113_at,0.1995301473,0.5416233102,0.1101785832,0.1812806314,0.515857592,0.4062906141,0.4662969252,0.3965783488,0.02622799295
265138_at,0.1359005911,0.5029775846,0.227104845,0.1723853858,0.5429062056,0.3625108621,0.356564113,0.3456223297,0.1165720492
265205_at,0.1638681703,0.3766351118,0.1073004481,0.5381142814,0.3195259808,0.101009243,0.1518968905,0.5026308795,0.06811234555
265222_at,0.0699613763,0.3673683883,0.1297529184,0.02785473071,0.2176274166,0.5758544196,0.5043879739,0.2686876971,0.06007909252
265231_s_at,0.1483050269,0.507806461,0.08690774076,0.2166957365,0.3541359662,0.4063610138,0.5673965926,0.4661020479,0.07375560427
265251_at,0.1381428953,0.5634778321,0.1496272425,0.1630436199,0.5324067279,0.4177212361,0.4678262891,0.4112997823,0.01808487713
265286_at,0.1015160622,0.4762351422,0.05842271172,0.02908135164,0.2981282223,0.5559017925,0.5097184459,0.3191781222,0.04226595461
265348_at,0.1689720229,0.3689813736,0.001801264892,0.5442722471,0.2281970544,0.118727474,0.1877249183,0.5004775049,0.03771663252
265361_at,0.1960916083,0.5523879977,0.1046191085,0.2364275699,0.3020653779,0.3671033398,0.5361149954,0.419908653,0.06408799291
265399_at,0.08410659733,0.5955181958,0.1979628636,0.1647261739,0.5149916914,0.3273272839,0.3095147917,0.348821018,0.02638367553
265465_at,0.1190348899,0.5863558616,0.07338551795,0.4196477091,0.4743849322,0.2597991739,0.3231376882,0.5214605547,0.009663469617
265488_at,0.1106447488,0.5507036499,0.1241335018,0.2042888352,0.3577064212,0.4150923042,0.5423279173,0.386055667,0.06299108019
265497_at,0.09365005446,0.5615683956,0.2120319301,0.2252840052,0.5407958219,0.3676955843,0.3397563738,0.3541112042,0.002092132857
265500_at,0.1148132629,0.5867209547,0.2234862887,0.1597352452,0.5275022568,0.3977732167,0.4151858357,0.360854706,0.06537820952
265503_at,0.1381461386,0.5038609447,0.2171255335,0.1271184545,0.5150186067,0.3669619845,0.222170238,0.3512737984,0.1201387256
265506_at,0.05692558357,0.5544389335,0.2255156363,0.1438051351,0.5412334107,0.3581238046,0.2982344997,0.3351051028,0.03359318959
265525_at,0.07932781491,0.5438766722,0.07509901585,0.2890524009,0.2864237419,0.3910980964,0.5230751608,0.4340325071,0.001096386168
265529_at,0.1121977968,0.6386347494,0.1579336347,0.2520347022,0.388431313,0.3931324814,0.5325506789,0.4454535834,0.1011860225
265563_s_at,0.1650907052,0.5482534407,0.170415053,0.2267268605,0.2790541376,0.3812906285,0.5462067555,0.4100592639,0.09385149289
265576_at,0.02994396227,0.4328931815,0.006977511182,0.06609316371,0.324514707,0.5045152918,0.5257438047,0.465148492,0.09456554127
265587_at,0.1287495455,0.5053176724,0.02792531022,0.5191009381,0.2481358529,0.2395513109,0.3624157435,0.4118276886,0.08664952659
265601_at,0.1965026469,0.5023124788,0.1513735286,0.1566738646,0.5256965007,0.4121993027,0.4297931437,0.3066663077,0.04895764201
265612_at,0.2086169478,0.5325292917,0.1415332917,0.1988623452,0.4432941899,0.4465602319,0.5356863314,0.4325001297,0.0914655
265639_at,0.1083717246,0.5114098945,0.1745611452,0.1588685254,0.5993201913,0.3871106219,0.3778867579,0.388211829,0.02386008661
265686_at,0.1424596928,0.61495612,0.04363739454,0.3523450357,0.3904101999,0.3347357712,0.5051616824,0.4907647428,0.03264869813
265747_s_at,0.1948770575,0.503900011,0.1504365052,0.1898040511,0.4198651431,0.4057961863,0.5200065715,0.4165531673,0.1136832399
265750_x_at,0.150089057,0.5622004267,0.137370416,0.1917703348,0.5720058425,0.3932666805,0.4656989277,0.3738780157,0.03108082629
265785_at,0.07889089025,0.5170288737,0.1849186248,0.1168305785,0.5140008585,0.3956319412,0.3135267357,0.2963731356,0.08041750891
265792_at,0.1417216421,0.5599736861,0.1678779446,0.1968207632,0.5309688664,0.3875281596,0.403773223,0.3808413158,0.0144023441
265919_at,0.14377265,0.5275950653,0.1339053143,0.1954563456,0.2878202411,0.3857102824,0.5430755389,0.4202515304,0.06045380026
266026_at,0.08065754068,0.532412469,0.2247337584,0.152523375,0.541467899,0.3940928687,0.4063329706,0.3228311636,0.06569167271
266046_at,0.1614443258,0.5404638423,0.1569763136,0.1850741914,0.4563041802,0.483929202,0.5494378408,0.4545048278,0.1229782907
266077_at,0.1655652504,0.5327529215,0.132814574,0.2122712129,0.5174201624,0.4740914695,0.4940050764,0.4171290178,0.04872855833
266149_x_at,0.2208777387,0.5401907882,0.1101453959,0.209478716,0.5681020764,0.3946687057,0.4175550358,0.411863589,0.06267894701
266212_at,0.1138334708,0.5777229712,0.2220159584,0.1668994698,0.5166139705,0.4378173711,0.4962290784,0.3817326145,0.056088295
266260_at,0.156736562,0.3706043604,0.3691517935,0.183376457,0.2688487111,0.5290035562,0.5734042803,0.4139016838,0.2011260882
266301_at,0.0782556386,0.5861109983,0.2009739058,0.1711250286,0.5330842498,0.3586157555,0.4314084681,0.3446773584,0.04975004258
266495_at,0.01910087352,0.4949117726,0.002631469948,0.01742459978,0.374264556,0.4533592205,0.5294889405,0.5109303402,0.02332198736
266499_at,0.2026755536,0.5086063531,0.1145408112,0.1194728828,0.5997508612,0.3884330492,0.4287245768,0.3477429758,0.0412350457
266569_at,0.1118190884,0.6247659545,0.1349260075,0.3014733042,0.5353676265,0.3021642263,0.3591341619,0.4228779252,0.02393953234
266576_at,0.09313210073,0.5759152396,0.06822878834,0.2042717985,0.4188264312,0.3920410243,0.5264898833,0.4245152994,0.09087687234
266619_at,0.164711111,0.5682001612,0.1880484847,0.1676429834,0.6222322913,0.3687898025,0.4185606146,0.4121601912,0.04637551567
266664_at,0.09561238709,0.5326655008,0.120016439,0.2303291916,0.5249178757,0.4442933839,0.4559000752,0.3953659242,0.07497469872
266666_at,0.1603717813,0.5311507613,0.200015062,0.1645006205,0.5775720083,0.3768082421,0.4042640014,0.3796252227,0.07289428623
266677_at,0.1652729031,0.5700940985,0.2242969027,0.1733911585,0.5585021414,0.4266849887,0.4655994043,0.4261466765,0.1002736503
266740_at,0.1736712198,0.5648473979,0.09964441629,0.3155840976,0.3706150709,0.3820685429,0.4812871503,0.5107067169,0.08983206506
266862_at,0.06484831533,0.5411931562,0.1429771515,0.135931227,0.5032089587,0.3070157931,0.3080775526,0.3339318995,0.006809625855
266907_at,0.1960059728,0.5968774613,0.2406654586,0.1951007155,0.6167333818,0.4646516302,0.4756786866,0.492454436,0.103528583
266930_at,0.107429111,0.5045036495,0.2076503511,0.1690357654,0.5152764057,0.3182441713,0.2429266702,0.3479251929,0.09522001735
266939_at,0.003092382082,0.5095825757,0.2062337033,0.3312373433,0.2728249368,0.4450166586,0.5293134628,0.3938955285,0.0792116367
266960_at,0.1257114774,0.6228818159,0.2247477627,0.1848175047,0.5698777792,0.3762998358,0.3875329593,0.409970928,0.0654857345
266961_at,0.1324432965,0.5439131618,0.2054289799,0.1507114279,0.5659283303,0.4062522679,0.4082944745,0.3798807958,0.08092821266
267023_at,0.02133457985,0.4220306782,0.2343244144,0.1407587051,0.1983185736,0.5645667144,0.5049107511,0.299186272,0.1427692136
267046_at,0.01071388737,0.6275985023,0.1809065607,0.1927943362,0.5074214805,0.3847534286,0.3902197841,0.4581653519,0.02121903277
267204_at,0.1151910128,0.6335121494,0.1999325426,0.2149705989,0.6200224359,0.3637536726,0.4024361598,0.4140871137,0.06325580427
267244_at,0.1270743932,0.5025742749,0.1291838784,0.2212315185,0.5464183948,0.3771602245,0.3857498709,0.399564758,0.009892150695
267252_at,0.1696703853,0.6530819661,0.1225818978,0.2329625047,0.4599925846,0.4412726203,0.5964356538,0.480663556,0.01676431968
267301_at,0.1527404455,0.4736458635,0.1675114895,0.1893240018,0.294536895,0.5045405893,0.5472037896,0.2779383198,0.0881981707
267338_at,0.02700305697,0.5126458629,0.05454493455,0.1911413067,0.3594318837,0.550730427,0.4670778223,0.2477296748,0.0916899198
267407_at,0.1492399701,0.5429593218,0.1321240341,0.2326653919,0.528531692,0.4076526842,0.4910260243,0.3940231453,0.03108841197
267450_at,0.1785373423,0.5151922293,0.1340080903,0.1858956181,0.4683319631,0.4520138379,0.5325904447,0.4063678573,0.05716269318
267487_at,0.147927158,0.5593895819,0.1243185165,0.2443294218,0.4917932685,0.4591742359,0.552403978,0.4591355469,0.02739361302
267491_at,0.1318061039,0.543329381,0.2369858099,0.1342210256,0.5930893295,0.362746965,0.336257543,0.3124327242,0.06671549532
267584_at,0.1125058776,0.5747445034,0.2247632075,0.1573334277,0.5666996744,0.3802897603,0.3808947263,0.3506001574,0.1001739628
267598_at,0.07018195396,0.6087257845,0.1833540423,0.2294525881,0.4267648235,0.4051332522,0.5074738326,0.418355568,0.04446129616
AFFX-r2-At-Actin-M_s_at,0.02276829279,0.4234425276,0.08726479234,0.1532877072,0.271881675,0.5759546984,0.5526049439,0.3872395133,0.04836894353
AFFX-r2-At-GAPDH-3_s_at,0.1060698198,0.4554705755,0.1155145272,0.2325494918,0.2961523298,0.5643261914,0.5021548029,0.3385041827,8.05E-04
